"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Indoor/Outdoor","Product Type","Blade Span (Diameter) (in.)","Ceiling Fan Efficiency (CFM/W)","Fan Power Consumption-Low Speed (W)","Fan Power Consumption-High Speed (W)","Fan Power Consumption-Standby (W)","Ceiling Fan Features","Ceiling Fan Components Warranty (Years)","Shipped with ENERGY STAR Lamp(s)","ENERGY STAR Lamp ESUID","Alternate ENERGY STAR Lamps ESUIDs","ENERGY STAR Lamp Partner","Lamp Model Number","Light Source Technology","Total Light Output (lumens)","Total Lighting Input Power (Watts)","Lighting Efficiency – Measured outside the Fixture (lm/W)","Lighting Efficiency – Measured at the Source (lm/W)","Power Factor of Light Kit","Light Color Appearance (CCT)","Light Color Quality (CRI)","Light Source Rated Life (Hours)","Light Sources Per Light Kit","Light Source Connection/Base Type","Light Kit Dimmability","Special Lighting Features (Dimming, Motion Sensing, etc.)","Ceiling Fan Light Kit Warranty (yrs)","Connected Functionality","Connects Using","Notes","Date Available on Market","Date Certified","Markets","CB Model Identifier","Meets ENERGY STAR Most Efficient 2025 Criteria"
"3814687","Big Ass Fans","Big Ass Fans","I6","MK-i61-061806","","840325211879","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","72","325",,"41.5","2","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","11/01/2024","12/17/2024","United States","ES_1113298_MK-i61-051906_11192024125302_2517816","No"
"3815196","Big Ass Fans","Big Ass Fans","I6","MK-i61-061906","","810013332940","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","72","334",,"40.2","2","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","11/01/2024","11/27/2024","United States","ES_1113298_MK-i61-051906_11192024125302_0297822","No"
"3814688","Big Ass Fans","Big Ass Fans","I6","MK-i61-071806","","810013338874","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","418",,"39.8","2","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","11/01/2024","11/22/2024","United States","ES_1113298_MK-i61-071806_11192024132621_6082879","Yes"
"3815197","Big Ass Fans","Big Ass Fans","I6","MK-i61-071906","","840325209265","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","412",,"40.1","2","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","11/01/2024","11/27/2024","United States","ES_1113298_MK-i61-071806_11192024132621_9282156","Yes"
"3892603","Big Ass Fans","Big Ass Fans","Mammoth","MM1-60","","840325218762;840325218779","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","214",,"23.5","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","01/14/2025","01/08/2025","United States","ES_1113298_MM1-60_01022025095206_6233941","No"
"3892608","Big Ass Fans","Big Ass Fans","Mammoth","MM1-72","","840325218786;840325218793","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","72","257",,"38.9","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","01/14/2025","01/08/2025","United States","ES_1113298_MM1-72_01022025095456_8616297","No"
"3892609","Big Ass Fans","Big Ass Fans","Mammoth","MM1-84","","840325218809;840325218816","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","292",,"44.5","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","01/14/2025","01/08/2025","United States","ES_1113298_MM1-84_01022025095739_5339761","No"
"2409740","Big Ass Fans","Big Ass Fans","MK-HK4-042400","MK-HK4-042400","","840325200064","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","302",,"14.7","2.6","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/07/2023","United States","ES_1113298_MK-HK4-042400_02082023152320_9774743","Yes"
"2409018","Big Ass Fans","Big Ass Fans","MK-HK4-04240001","MK-HK4-04240001","","840325200200","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","264",,"19.5","2.5","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","02/28/2023","United States","ES_1113298_MK-HK4-04240001_02082023124030_3595544","No"
"2409646","Big Ass Fans","Big Ass Fans","MK-HK4-042406","MK-HK4-042406","","840325202464","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","278",,"18.8","3.4","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/02/2023","United States","ES_1113298_MK-HK4-042406_02082023150928_2437860","Yes"
"2409741","Big Ass Fans","Big Ass Fans","MK-HK4-04240601","MK-HK4-04240601","","840325201368","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","247",,"28.9","3.4","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/07/2023","United States","ES_1113298_MK-HK4-04240601_02282023124458_3403589","No"
"2421011","Big Ass Fans","Big Ass Fans","MK-HK4-042500","MK-HK4-042500","","84032500767","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","297",,"15.1","2.4","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","12/21/2022","United States","ES_1113298_MK-HK4-042500_02082023122523_369226","Yes"
"2409040","Big Ass Fans","Big Ass Fans","MK-HK4-042506","MK-HK4-042506","","840325206400","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","52","266",,"20.1","3.1","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","02/28/2023","United States","ES_1113298_MK-HK4-042506_02082023121712_929529","No"
"2409583","Big Ass Fans","Big Ass Fans","MK-HK4-052400","MK-HK4-052400","","840325200347","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","328",,"17.8","2.5","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/01/2023","United States","ES_1113298_MK-HK4-052400_02082023150406_9041864","Yes"
"2410037","Big Ass Fans","Big Ass Fans","MK-HK4-05240001","MK-HK4-05240001","","840325200484","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","339",,"16.2","2.5","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/08/2023","United States","ES_1113298_MK-HK4-05240001_02082023152435_9746057","Yes"
"2409581","Big Ass Fans","Big Ass Fans","MK-HK4-052406","MK-HK4-052406","","840325204147","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","282",,"24.5","3.2","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/01/2023","United States","ES_1113298_MK-HK4-052406_02082023150244_6001397","No"
"2409647","Big Ass Fans","Big Ass Fans","MK-HK4-05240601","MK-HK4-05240601","","840325203782","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","296",,"25.1","3.1","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/02/2023","United States","ES_1113298_MK-HK4-05240601_02082023151231_3153802","No"
"2410038","Big Ass Fans","Big Ass Fans","MK-HK4-052500","MK-HK4-052500","","840325200989","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","332",,"15.9","2.6","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/08/2023","United States","ES_1113298_MK-HK4-052500_02082023152637_443231","Yes"
"2409648","Big Ass Fans","Big Ass Fans","MK-HK4-052506","MK-HK4-052506","","840325207247","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","287",,"22.4","3.4","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/02/2023","United States","ES_1113298_MK-HK4-052506_02082023151517_1213952","No"
"2421003","Big Ass Fans","Big Ass Fans","MK-HK4-071806","MK-HK4-071806","","840325205823","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","378",,"41.9","3.2","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","12/28/2022","United States","ES_1113298_MK-HK4-071806_03092023132405_8176843","No"
"2409592","Big Ass Fans","Big Ass Fans","MK-HK4-07180601","MK-HK4-07180601","","840325205465","Indoor Ceiling Fan","Standard Fan Only","84","360",,"32.9","3.2","Occupancy sensor","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","03/01/2023","United States","ES_1113298_MK-HK4-07180601_02082023150542_3132745","No"
"2430171","Big Ass Fans","Big Ass Fans","MK-HK4-071906","MK-HK4-071906","","840325208084","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","387",,"42.3","2.7","Occupancy sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","09/01/2022","12/28/2022","United States","ES_1113298_MK-HK4-071906_03092023141232_7097894","Yes"
"3414112","Big Ass Fans","Big Ass Fans","MK-HKC1-042506","MK-HKC1-042506","","840325215662","Outdoor Ceiling Fan","Low-Mount HSSD Fan Only","52","245",,"26.7","4.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","Wifi,Bluetooth","","02/12/2024","02/08/2024","United States","ES_1113298_MK-HKC1-042506_02012024122754_4189874","No"
"3417862","Big Ass Fans","Big Ass Fans","MK-SPK1-052406","MK-SPK1-052406","","840325215716;840325215723","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","298",,"16.1","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","Wifi,Bluetooth","","05/15/2024","03/11/2024","United States","ES_1113298_MK-SPK1-052406_02282024111429_1444818","No"
"3626834","Big Ass Fans","Big Ass Fans","Turbo6","MK-TRB1-052306","Turbo6,MK-TRB1-052306,Applicable Fan Features: Temperature sensor","840325216324;840325216331;840325216348;840325216355;840325216362;840325216379","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","60","260",,"38.4","2.2","Humidity sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","07/11/2024","08/30/2024","United States","ES_1113298_MK-TRB1-052306_08292024204834_2022668","No"
"3627076","Big Ass Fans","Big Ass Fans","Turbo6","MK-TRB1-062306","Turbo6,MK-TRB1-062306,Applicable Fan Features: Temperature sensor","840325216386;840325216393;840325216409;840325216416;840325216423;840325216430","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","72","305",,"43.8","2.1","Humidity sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","07/11/2024","09/06/2024","United States","ES_1113298_MK-TRB1-062306_08302024115441_1916314","No"
"3629555","Big Ass Fans","Big Ass Fans","Turbo6","MK-TRB1-072306","Turbo6,MK-TRB1-072306,Applicable Fan Features: Temperature sensor","840325216447;840325216454;840325216461;840325216478;840325216485;840325216492","Indoor Ceiling Fan","Low-Mount HSSD Fan Only","84","359",,"50","2.1","Humidity sensor","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","07/11/2024","09/23/2024","United States","ES_1113298_MK-TRB1-072306_09092024130404_6890375","No"
"2668099","Canarm Ltd.","CANARMNA","CF52ES2-3","CF52JAC3BK-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","117","14.5","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52JAC3BK-ES_09202023000000_9762625","No"
"2668098","Canarm Ltd.","CANARMNA","CF52ES2-3","CF52JAC3BN-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","117","14.5","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52JAC3BN-ES_09202023000000_9998242","No"
"2668100","Canarm Ltd.","CANARMNA","CF52ES2-3","CF52XXXYYYZZZ",",,Symbol “X”, “Y”, “Z” each is used to instead of letter A-Z or number 0-9, indicated color,features and appearance variations.","","Indoor Ceiling Fan","Standard Fan Only","52","117","14.5","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52XXXYYYZZZ_09202023000000_3484107","No"
"2668102","Canarm Ltd.","CANARMNA","CF52ES2-4","CF52TAT4BKN-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","113","15","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52TAT4BKN-ES_09202023000000_9374104","No"
"2668101","Canarm Ltd.","CANARMNA","CF52ES2-4","CF52TAT4BN-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","113","15","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52TAT4BN-ES_09202023000000_0065524","No"
"2668103","Canarm Ltd.","CANARMNA","CF52ES2-4","CF52XXXYYYZZZ",",,Symbol “X”, “Y”, “Z” each is used to instead of letter A-Z or number 0-9, indicated color,features and appearance variations.","","Indoor Ceiling Fan","Standard Fan Only","52","113","15","47.2","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52XXXYYYZZZ_09202023000000_5700158","No"
"2668105","Canarm Ltd.","CANARMNA","CF52ES2-5","CF52ROM5BK-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","114","15.7","47.3","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52ROM5BK-ES_09202023000000_3477936","No"
"2668104","Canarm Ltd.","CANARMNA","CF52ES2-5","CF52ROM5BN-ES","","","Indoor Ceiling Fan","Standard Fan Only","52","114","15.7","47.3","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52ROM5BN-ES_09202023000000_6579544","No"
"2668106","Canarm Ltd.","CANARMNA","CF52ES2-5","CF52XXXYYYZZZ",",,Symbol “X”, “Y”, “Z” each is used to instead of letter A-Z or number 0-9, indicated color,features and appearance variations.","","Indoor Ceiling Fan","Standard Fan Only","52","114","15.7","47.3","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/20/2023","09/20/2023","United States, Canada","ES_1016040_CF52XXXYYYZZZ_09202023000000_7004260","No"
"2839460","Carro USA Inc.","CARRO","CE523E5N","CE523E5N",",ADC523CN,; ,ADC523E5N,; ,ADC523E5N-FM,; ,ADC523E6N,; ,ADC523E6N-FM,; ,BDC523CN,; ,BDC523E5N,; ,BDC523E5N-FM,; ,BDC523E6N,; ,BDC523E6N-FM,; ,CE523CN,; ,CE523E5N-FM,; ,CE523E6N,; ,CE523E6N-FM,; ,CES523CN,; ,CES523E5N,; ,CES523E5N-FM,; ,CES523E6N,; ,CES523E6N-FM,; ,CFP523CN,; ,CFP523E5N,; ,CFP523E5N-FM,; ,CFP523E6N,; ,CFP523E6N-FM,; ,CFR523CN,; ,CFR523E5N,; ,CFR523E5N-FM,; ,CFR523E6N,; ,CFR523E6N-FM,; ,CFW523CN,; ,CFW523E5N,; ,CFW523E5N-FM,; ,CFW523E6N,; ,CPR523CN,; ,CPR523E5N,; ,CPR523E5N-FM,; ,CPR523E6N,; ,CPR523E6N-FM,; ,CWR523CN,; ,CWR523E5N,; ,CWR523E5N-FM,; ,CWR523E6N,; ,LDC523CN,; ,LDC523E5N,; ,LDC523E5N-FM,; ,LDC523E6N,; ,LDC523E6N-FM,; ,SFP523CN,; ,SFP523E5N,; ,SFP523E5N-FM,; ,SFP523E6N,; ,SFP523E6N-FM,; ,SFR523CN,; ,SFR523E5N,; ,SFR523E5N-FM,; ,SFR523E6N,; ,SFR523E6N-FM,; ,SFW523CN,; ,SFW523E5N,; ,SFW523E5N-FM,; ,SFW523E6N,; ,SFW523E6N-FM,; ,SPR523CN,; ,SPR523E5N,; ,SPR523E5N-FM,; ,SPR523E6N,; ,SPR523E6N-FM,; ,SWR523CN,; ,SWR523E5N,; ,SWR523E5N-FM,; ,SWR523E6N,; ,WGA523CN,; ,WGA523E5N,; ,WGA523E5N-FM,; ,WGA523E6N,; ,WGA523E6N-FM,; ,WGS523CN,; ,WGS523E5N,; ,WGS523E5N-FM,; ,WGS523E6N,; ,WGS523E6N-FM,; ,YDC523CN,; ,YDC523E5N,; ,YDC523E5N-FM,; ,YDC523E6N,; ,YDC523E6N-FM,","","Indoor Ceiling Fan","Standard Fan Only","52","238.2","1.6","21.1","0.5","None","3 Year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","05/25/2023","12/12/2023","United States","ES_1145460_CE523E5N_11142023144906_3756124","No"
"2400282","Carro USA Inc.","CARRO","CES483QL-FM","CES483QL-FM",",CES483Q5L-FM,; ,CES483Q6L-FM,","","Indoor Ceiling Fan","Standard Fan with Light Kit","48","150.7","3.3","21.9","1.8","None","3 year","No",,"","Edison Opto Corporation","","","2,140","24",,,"0.9","2700K,4000/4100K,3500K","92","50,000","","","Yes","","","No","","","03/01/2022","08/18/2022","United States","ES_1145460_CES483QL-FM_08012022144905_7385738","No"
"2400306","Carro USA Inc.","CARRO","CES523BL","CES523BL","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","149.5","2.6","40.4","1.7","None","3 year","No",,"","Edison Opto Corporation","","","2,340","24",,,"0.9","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","03/01/2022","08/18/2022","United States","ES_1145460_CES523BL_08012022155816_7238542","No"
"2383311","Carro USA Inc.","CARRO","CES-523FL","CES-523FL","","751433779185","Indoor Ceiling Fan","Standard Fan with Light Kit","52","199.9","2.5","26.8","1.7","None","3 year","No",,"","Edison Opto Corporation","","","3,360","40",,,"0.96","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","07/20/2021","08/11/2021","United States","ES_1145460_CES-523FL_07222021145541_2349359","No"
"2400182","Carro USA Inc.","CARRO","CES523KL","CES523KL","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","219.8","3","19.3","1.8","None","3 year","No",,"","Edison Opto Corporation","","","2,140","24",,,"0.9","2700K,4000/4100K,3500K","92","50,000","","","Yes","","","No","","","03/01/2022","08/15/2022","United States","ES_1145460_CES523KL_08102022094707_3849572","No"
"2400348","Carro USA Inc.","CARRO","CES523PL-FM","CES523PL-FM",",CES523P1L-FM,; ,CES523P1L2-FM,; ,CES523P2L-FM,; ,CES523P2L2-FM,; ,CES523P3L1-FM,","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","187.8","3.7","23.8","1.8","None","3 year","No",,"","Edison Opto Corporation","","","2,140","24",,,"0.9","2700K,4000/4100K,3500K","92","50,000","","","Yes","","","No","","","03/01/2022","08/19/2022","United States","ES_1145460_CES523PL-FM_08012022145848_1828746","No"
"2400173","Carro USA Inc.","CARRO","CES523QL-FM","CES523QL-FM",",CES523Q5L-FM,; ,CES523Q6L-FM,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","148.1","2.9","25.9","1.9","None","3 year","No",,"","Edison Opto Corporation","","","2,140","24",,,"0.9","2700K,4000/4100K,3500K","92","50,000","","","Yes","","","No","","","03/01/2022","08/15/2022","United States","ES_1145460_CES523QL-FM_08012022143343_1039485","No"
"3994452","Carro USA Inc.","CEME","CFR524E5L2","CFR524E5L2",",CES524E5L2,; ,CES524E5L2-FM,; ,CES524E5L2-FMA,; ,CES524E5N2,; ,CES524E5N2-FM,; ,CES524E5N2-FMA,; ,CFP524E5L2,; ,CFP524E5L2-FM,; ,CFP524E5L2-FMA,; ,CFP524E5N2,; ,CFP524E5N2-FM,; ,CFP524E5N2-FMA,; ,CFR524E5L2-FM,; ,CFR524E5L2-FMA,; ,CFR524E5N2,; ,CFR524E5N2-FM,; ,CFR524E5N2-FMA,; ,CFW524E5L2,; ,CFW524E5L2-FM,; ,CFW524E5L2-FMA,; ,CFW524E5N2,; ,CFW524E5N2-FM,; ,CFW524E5N2-FMA,; ,CPW524E5L2,; ,CPW524E5L2-FM,; ,CPW524E5L2-FMA,; ,CPW524E5N2,; ,CPW524E5N2-FM,; ,CPW524E5N2-FMA,; ,CRP524E5L2,; ,CRP524E5L2-FM,; ,CRP524E5L2-FMA,; ,CRP524E5N2,; ,CRP524E5N2-FM,; ,CRP524E5N2-FMA,; ,CRW524E5L2,; ,CRW524E5L2-FM,; ,CRW524E5L2-FMA,; ,CRW524E5N2,; ,CRW524E5N2-FM,; ,CRW524E5N2-FMA,; ,P524E5L2,; ,P524E5L2-FM,; ,P524E5L2-FMA,; ,P524E5N2,; ,P524E5N2-FM,; ,P524E5N2-FMA,; ,PR524E5L2,; ,PR524E5L2-FM,; ,PR524E5L2-FMA,; ,PR524E5N2,; ,PR524E5N2-FM,; ,PR524E5N2-FMA,; ,PRW524E5L2,; ,PRW524E5L2-FM,; ,PRW524E5L2-FMA,; ,PRW524E5N2,; ,PRW524E5N2-FM,; ,PRW524E5N2-FMA,; ,PW524E5L2,; ,PW524E5L2-FM,; ,PW524E5L2-FMA,; ,PW524E5N2,; ,PW524E5N2-FM,; ,PW524E5N2-FMA,; ,R524E5L2,; ,R524E5L2-FM,; ,R524E5L2-FMA,; ,R524E5N2,; ,R524E5N2-FM,; ,R524E5N2-FMA,; ,RPW524E5L2,; ,RPW524E5L2-FM,; ,RPW524E5L2-FMA,; ,RPW524E5N2,; ,RPW524E5N2-FM,; ,RPW524E5N2-FMA,; ,SFP524E5L2,; ,SFP524E5L2-FM,; ,SFP524E5L2-FMA,; ,SFP524E5N2,; ,SFP524E5N2-FM,; ,SFP524E5N2-FMA,; ,SFR524E5L2,; ,SFR524E5L2-FM,; ,SFR524E5L2-FMA,; ,SFR524E5N2,; ,SFR524E5N2-FM,; ,SFR524E5N2-FMA,; ,SFW524E5L2,; ,SFW524E5L2-FM,; ,SFW524E5L2-FMA,; ,SFW524E5N2,; ,SFW524E5N2-FM,; ,SFW524E5N2-FMA,; ,SPR524E5L2,; ,SPR524E5L2-FM,; ,SPR524E5L2-FMA,; ,SPR524E5N2,; ,SPR524E5N2-FM,; ,SPR524E5N2-FMA,; ,SR524E5L2,; ,SR524E5L2-FM,; ,SR524E5L2-FMA,; ,SR524E5N2,; ,SR524E5N2-FM,; ,SR524E5N2-FMA,; ,SW524E5L2,; ,SW524E5L2-FM,; ,SW524E5L2-FMA,; ,SW524E5N2,; ,SW524E5N2-FM,; ,SW524E5N2-FMA,; ,SWR524E5L2,; ,SWR524E5L2-FM,; ,SWR524E5L2-FMA,; ,SWR524E5N2,; ,SWR524E5N2-FM,; ,SWR524E5N2-FMA,; ,W524E5L2,; ,W524E5L2-FM,; ,W524E5L2-FMA,; ,W524E5N2,; ,W524E5N2-FM,; ,W524E5N2-FMA,; ,WR524E5L2,; ,WR524E5L2-FM,; ,WR524E5L2-FMA,; ,WR524E5N2,; ,WR524E5N2-FM,; ,WR524E5N2-FMA,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","259.3","3.2","21.4","0.4","None","3 Years","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2024","02/13/2025","United States","ES_1145460_CFR524E5L2_12272024095332_908674","No"
"2839456","Carro USA Inc.","smaair","CE523E5N","CE523E5N",",ADC523CN,; ,ADC523E5N,; ,ADC523E5N-FM,; ,ADC523E6N,; ,ADC523E6N-FM,; ,BDC523CN,; ,BDC523E5N,; ,BDC523E5N-FM,; ,BDC523E6N,; ,BDC523E6N-FM,; ,CE523CN,; ,CE523E5N-FM,; ,CE523E6N,; ,CE523E6N-FM,; ,CES523CN,; ,CES523E5N,; ,CES523E5N-FM,; ,CES523E6N,; ,CES523E6N-FM,; ,CFP523CN,; ,CFP523E5N,; ,CFP523E5N-FM,; ,CFP523E6N,; ,CFP523E6N-FM,; ,CFR523CN,; ,CFR523E5N,; ,CFR523E5N-FM,; ,CFR523E6N,; ,CFR523E6N-FM,; ,CFW523CN,; ,CFW523E5N,; ,CFW523E5N-FM,; ,CFW523E6N,; ,CPR523CN,; ,CPR523E5N,; ,CPR523E5N-FM,; ,CPR523E6N,; ,CPR523E6N-FM,; ,CWR523CN,; ,CWR523E5N,; ,CWR523E5N-FM,; ,CWR523E6N,; ,LDC523CN,; ,LDC523E5N,; ,LDC523E5N-FM,; ,LDC523E6N,; ,LDC523E6N-FM,; ,SFP523CN,; ,SFP523E5N,; ,SFP523E5N-FM,; ,SFP523E6N,; ,SFP523E6N-FM,; ,SFR523CN,; ,SFR523E5N,; ,SFR523E5N-FM,; ,SFR523E6N,; ,SFR523E6N-FM,; ,SFW523CN,; ,SFW523E5N,; ,SFW523E5N-FM,; ,SFW523E6N,; ,SFW523E6N-FM,; ,SPR523CN,; ,SPR523E5N,; ,SPR523E5N-FM,; ,SPR523E6N,; ,SPR523E6N-FM,; ,SWR523CN,; ,SWR523E5N,; ,SWR523E5N-FM,; ,SWR523E6N,; ,WGA523CN,; ,WGA523E5N,; ,WGA523E5N-FM,; ,WGA523E6N,; ,WGA523E6N-FM,; ,WGS523CN,; ,WGS523E5N,; ,WGS523E5N-FM,; ,WGS523E6N,; ,WGS523E6N-FM,; ,YDC523CN,; ,YDC523E5N,; ,YDC523E5N-FM,; ,YDC523E6N,; ,YDC523E6N-FM,","","Indoor Ceiling Fan","Standard Fan Only","52","238.2","1.6","21.1","0.5","None","3 Year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","05/25/2023","12/12/2023","United States","ES_1145460_CE523E5N_11142023144906_7538896","No"
