ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Application,Display Type,Backlight Technology Type,Diagonal Viewable Screen Size (in.),Screen Area (sq. in.),Native Horizontal Resolution (pixels),Native Vertical Resolution (pixels),Resolution Format,High Contrast Ratio (HCR) Display,Physical Data Ports Available,Ethernet Supported,Low Power Wireless Technologies Supported,Features,Automatic Brightness Control,Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?,Average On Mode Power Consumption for Certification (watts),Maximum Average On Mode Power for Certification (watts),Reported On Mode Power (per the Federal Test Procedure) (watts),Reported Annual Energy Consumption (kWh),Measured Standby Mode Power (Watts),Power Consumption in Standby Mode when Not Connected to a Network (watts),Power Consumption in Standby Mode when Connected to a Network (watts),"Reported Standby-Active, Low Mode Power (watts)",Date Available On Market,Date Certified,Markets,CB Model Identifier
3994255,"Samsung Electronics Co., Ltd.",Samsung,QN65S95FAF,QN65S95FAF,"QN65S95FDF,QN65S95FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.1,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,126.78,143.18,126.78,236.91,0.8,,,,2025-02-10,2025-02-07,United States,ES_1023593_QN65S95FAF_020620250438883_6718301
2406512,"Samsung Electronics Co., Ltd.",Samsung,QN75QN90CAF,QN75QN90CAF,"QN75QN90CDF,QN75QN90CDF,Same as basic model except model designation; QN75QN92CAF,QN75QN92CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2381.36,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",1,0.0,138.97,187.11,95.0,183.8,,0.3,0.4,0.4,2022-12-31,2023-01-05,United States,ES_1023593_QN75QN90CAF_010620230452209_9554040
3354306,"Samsung Electronics Co., Ltd.",Samsung,QN75QN90DAF,QN75QN90DAF,"QN75QN90DDF,QN75QN90DDF,Same as basic model except model designation; QN75QN92DAF,QN75QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.6,2381.36,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,141.39,187.11,141.39,307.88,,0.4,0.5,,2023-12-29,2023-12-07,United States,ES_1023593_QN75QN90DAF_121720230657249_7773559
3943300,"Samsung Electronics Co., Ltd.",Samsung,QN75QN90FAF,QN75QN90FAF,"QN75QN90FDF,QN75QN90FDF,Same as basic model except model designation; QN75QN92FAF,QN75QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2374.4,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",1,0.0,144.02,186.67,144.02,267.69,0.7,,,,2025-01-27,2025-01-23,United States,ES_1023593_QN75QN90FAF_012220250759938_9836909
3354727,"Samsung Electronics Co., Ltd.",Samsung,QN75QN95DAF,QN75QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.6,2381.36,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,148.2,187.11,148.2,320.7,,0.3,0.5,,2024-01-03,2024-01-02,United States,ES_1023593_QN75QN95DAF_010220240527325_2063655
3462885,"Samsung Electronics Co., Ltd.",Samsung,QN77S85DAE,QN77S85DAE,"QN77S84DAE,QN77S84DAE,Same as basic model except model designation; QN77S84DBE,QN77S84DBE,Same as basic model except model designation; QN77S85DDE,QN77S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.6,2511.67,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,154.0,283.0,0.3,,,,2024-05-13,2024-04-25,United States,ES_1023593_QN77S85DAE_042520242322205_7948081
3994365,"Samsung Electronics Co., Ltd.",Samsung,QN77S85FAE,QN77S85FAE,"QN77S84FAE,QN77S84FAE,Same as basic model except model designation; QN77S84FDE,QN77S84FDE,Same as basic model except model designation; QN77S85FBE,QN77S85FBE,Same as basic model except model designation; QN77S85FDE,QN77S85FDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.6,2511.67,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Voice Recognition,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,146.8,272.0,0.6,,,,2025-01-27,2025-02-10,United States,ES_1023593_QN77S85FAE_010620250751123_6020743
3354312,"Samsung Electronics Co., Ltd.",Samsung,QN77S90DAF,QN77S90DAF,"QN77S90DDF,QN77S90DDF,Same as basic model except model designation; QN77S92DAF,QN77S92DAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.7,2523.05,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,160.93,197.47,160.93,297.9,,0.3,0.6,,2023-12-29,2023-12-17,United States,ES_1023593_QN77S90DAF_121720230733133_9626565
3994232,"Samsung Electronics Co., Ltd.",Samsung,QN77S90FAF,QN77S90FAF,"QN77S90FDF,QN77S90FDF,Same as basic model except model designation; QN77S92FAF,QN77S92FAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.8,2572.4,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,154.71,213.42,154.71,286.5,0.6,,,,2025-02-10,2025-02-06,United States,ES_1023593_QN77S90FAF_020420251012648_4727578
3354313,"Samsung Electronics Co., Ltd.",Samsung,QN77S95DAF,QN77S95DAF,"QN77S95DDF,QN77S95DDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.7,2523.05,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,167.33,189.33,167.33,360.8,,0.4,0.7,,2024-01-02,2023-12-15,United States,ES_1023593_QN77S95DAF_121920230638900_3133223
3994320,"Samsung Electronics Co., Ltd.",Samsung,QN77S95FAF,QN77S95FAF,"QN77S95FDF,QN77S95FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.8,2572.4,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,169.04,208.03,169.04,314.05,0.8,,,,2025-02-10,2025-02-09,United States,ES_1023593_QN77S95FAF_020720250537452_6621833
3994360,"Samsung Electronics Co., Ltd.",Samsung,QN83S85FAE,QN83S85FAE,"QN83S85FBE,QN83S85FBE,Same as basic model except model designation; QN83S85FDE,QN83S85FDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,82.5,2909.3,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,167.65,189.55,167.65,312.2,0.9,,,,2025-02-03,2025-02-10,United States,ES_1023593_QN83S85FAE_020920252309900_7125760
3994340,"Samsung Electronics Co., Ltd.",Samsung,QN83S95FAE,QN83S95FAE,"QN83S95FDE,QN83S95FDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,83.5,2909.3,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,215.22,246.81,215.22,399.01,0.9,,,,2025-02-10,2025-02-10,United States,ES_1023593_QN83S95FAE_020920252227687_9868355
3354307,"Samsung Electronics Co., Ltd.",Samsung,QN85QN90DAF,QN85QN90DAF,"QN85QN90DDF,QN85QN90DDF,Same as basic model except model designation; QN85QN92DAF,QN85QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.6,3055.4,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,181.05,229.59,181.05,390.0,,0.3,0.5,,2023-12-29,2023-12-17,United States,ES_1023593_QN85QN90DAF_121720230809791_6225934
3943301,"Samsung Electronics Co., Ltd.",Samsung,QN85QN90FAF,QN85QN90FAF,"QN85QN90FDF,QN85QN90FDF,Same as basic model except model designation; QN85QN92FAF,QN85QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.5,3055.4,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,186.31,229.59,186.31,344.87,0.7,,,,2025-01-27,2025-01-23,United States,ES_1023593_QN85QN90FAF_012220250945231_2518761
3354728,"Samsung Electronics Co., Ltd.",Samsung,QN85QN95DAF,QN85QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.6,3055.4,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,192.53,229.59,192.53,413.7,,0.3,0.5,,2024-01-03,2024-01-02,United States,ES_1023593_QN85QN95DAF_010220240555434_5297888
3943302,"Samsung Electronics Co., Ltd.",Samsung,QN98QN90FAF,QN98QN90FAF,"QN98QN90FDF,QN98QN90FDF,Same as basic model except model designation; QN98QN92FAF,QN98QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,97.5,4063.5,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,193.08,293.12,193.08,357.22,0.7,,,,2025-01-27,2025-01-23,United States,ES_1023593_QN98QN90FAF_012220251036861_6656602
3387717,Sceptre Inc.,Sceptre,X322BV-SRDD,X322BV-SRDD,",E32,; ,X32*BV-SR***,; ,X32,; ,X322BV-SRD,",,Television (TV),Consumer,LCD,Direct-lit LED,31.51,424.14,768,1366,Standard Definition (SD),0,"Universal Serial Bus (USB),HDMI",,,,0,,31.07,41.19,41.19,59.76,,0.44,0.0,0.0,2024-01-23,2024-01-17,"United States, Canada",ES_1113356_X322BV-SRDD_01162024174647_4800531
2401829,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,43BFL2214/27,43BFL2214/27,"43HFL5214U/27,43HFL5214U/27,",871886300252;871886300344,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,76.09,77.43,135.0,104.05,,0.4,0.73,0.73,2021-12-20,2022-09-16,United States,ES_1065104_43BFL2214/27_09162022102415I37_7349927
2405720,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,43HFL4518U/27,43HFL4518U/27,,871886300382,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI","Gigabit Energy Efficient Ethernet (IEEE 802.3az),Gigabit Ethernet (1000 Mbit/s)",,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",0,,60.1,60.55,60.1,93.21,,0.4,0.52,0.52,2022-11-18,2022-11-22,United States,ES_1065104_43HFL4518U/27_11222022102427I53_7349927
2405719,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,43HFL6214U/27,43HFL6214U/27,,871886300290,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,77.7,79.56,155.0,100.34,,0.42,0.65,0.65,2021-12-20,2022-11-23,United States,ES_1065104_43HFL6214U/27_11232022112427I05_7349927
2405713,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,50HFL4518U/27,50HFL4518U/27,,871886300399,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047.0,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI","Gigabit Energy Efficient Ethernet (IEEE 802.3az),Gigabit Ethernet (1000 Mbit/s)",,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",0,,66.9,71.41,66.9,114.15,,0.35,0.47,0.47,2021-11-15,2022-11-21,United States,ES_1065104_50HFL4518U/27_11212022142452I59_7349927
3477598,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,50HFL5214U/27,50HFL5214U/27,"50BFL2214/27,50BFL2214/27,",871886300207;871886300269,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047.2,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,81.5,85.31,81.5,123.83,,0.42,0.83,0.83,2021-12-20,2022-09-19,United States,ES_1065104_50HFL5214U/27_05062024104827_9821352
3477600,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,50HFL6214U/27,50HFL6214U/27,,871886300306,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047.0,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,89.65,90.81,89.65,131.86,,0.45,0.83,0.83,2021-12-20,2022-09-19,United States,ES_1065104_50HFL6214U/27_05062024121755_9540133
2405721,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,55HFL4518U/27,55HFL4518U/27,,871886300405,Television (TV),Consumer,LCD,Direct-lit LED,54.6,1275.7,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI","Gigabit Energy Efficient Ethernet (IEEE 802.3az),Gigabit Ethernet (1000 Mbit/s)",,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",0,,93.2,94.11,93.2,150.27,,0.4,0.51,0.51,2022-11-18,2022-11-23,United States,ES_1065104_55HFL4518U/27_1123202292455I14_7349927
2401931,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,55HFL5214U/27,55HFL5214U/27,"55BFL2214/27,55BFL2214/27,",871886300214;871886300276,Television (TV),Consumer,LCD,Direct-lit LED,54.5,1275.7,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,83.23,93.08,90.8,129.76,,0.4,0.79,0.79,2021-12-20,2022-09-19,United States,ES_1065104_55HFL5214U/27_09192022122420I33_7349927
3477601,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,58HFL6214U/27,58HFL6214U/27,,871886300313,Television (TV),Consumer,LCD,Direct-lit LED,57.5,1420.2,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,104.25,108.79,104.25,150.2,,0.43,0.79,0.79,2021-12-20,2022-09-19,United States,ES_1065104_58HFL6214U/27_05062024135125_6889532
2404180,"Top Victory Electronics (Taiwan) Co., Ltd.",Philips,65HFL5214U/27,65HFL5214U/27,",65BFL2214/27,65BFL2214/27",871886300221;871886300283,Television (TV),Consumer,LCD,Direct-lit LED,64.5,1779.1,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),,,0,,126.8,129.13,126.8,159.42,,0.43,0.83,0.83,2021-12-21,2022-10-20,United States,ES_1065104_65HFL5214U/27_1020202214246I20_7349927
3462883,"Samsung Electronics Co., Ltd.",Samsung,QN55S85DAE,QN55S85DAE,"QN55S85DDE,QN55S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1275.99,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,89.3,165.0,,,,,2024-05-13,2024-04-21,United States,ES_1023593_QN55S85DAE_042520242316691_9466034
3994230,"Samsung Electronics Co., Ltd.",Samsung,QN55S85FAF,QN55S85FAF,"QN55S85FBF,QN55S85FBF,Same as basic model except model designation; QN55S85FDF,QN55S85FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1275.7,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,96.48,117.12,96.48,180.24,0.6,,,,2025-02-03,2025-02-05,United States,ES_1023593_QN55S85FAF_020520250644144_2338251
3354310,"Samsung Electronics Co., Ltd.",Samsung,QN55S90DAF,QN55S90DAF,"QN55S90DDF,QN55S90DDF,Same as basic model except model designation; QN55S92DAF,QN55S92DAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1276.67,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,98.58,122.33,98.58,184.1,,0.3,0.6,,2023-12-29,2023-12-18,United States,ES_1023593_QN55S90DAF_121820230432730_2283422
3984068,"Samsung Electronics Co., Ltd.",Samsung,QN55S90FAF,QN55S90FAF,"QN55S90FDF,QN55S90FDF,Same as basic model except model designation.; QN55S92FAF,QN55S92FAF,Same as basic model except model designation.",,Television (TV),Consumer,OLED,OLED,54.6,1275.7,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,98.73,124.54,98.73,186.41,0.9,,,,2025-02-10,2025-01-31,United States,ES_1023593_QN55S90FAF_013120250758713_6981381
3354428,"Samsung Electronics Co., Ltd.",Samsung,QN55S95DAF,QN55S95DAF,"QN55S95DDF,QN55S95DDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1276.67,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,112.43,125.11,112.43,245.8,,0.3,0.7,,2024-01-02,2023-12-26,United States,ES_1023593_QN55S95DAF_122620230523739_4325753
3994242,"Samsung Electronics Co., Ltd.",Samsung,QN55S95FAF,QN55S95FAF,"QN55S95FDF,QN55S95FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1275.7,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,113.6,126.38,113.6,211.48,0.6,,,,2025-02-10,2025-02-06,United States,ES_1023593_QN55S95FAF_02052025043413_1115461
3354305,"Samsung Electronics Co., Ltd.",Samsung,QN65QN90DAF,QN65QN90DAF,"QN65QN90DDF,QN65QN90DDF,Same as basic model except model designation; QN65QN92DAF,QN65QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.11,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,121.96,149.16,121.96,265.9,,0.3,0.6,,2023-12-29,2023-12-07,United States,ES_1023593_QN65QN90DAF_121220230809405_3064777
3943232,"Samsung Electronics Co., Ltd.",Samsung,QN65QN90FAF,QN65QN90FAF,"QN65QN90FDF,QN65QN90FDF,Same as basic model except model designation; QN65QN92FAF,QN65QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.1,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,125.93,149.16,125.93,234.67,0.7,,,,2025-01-27,2025-01-22,United States,ES_1023593_QN65QN90FAF_012020250902115_4362758
3354726,"Samsung Electronics Co., Ltd.",Samsung,QN65QN95DAF,QN65QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.11,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,125.73,149.16,125.73,275.0,,0.3,0.6,,2024-01-03,2024-01-02,United States,ES_1023593_QN65QN95DAF_010220240426303_3010006
4437467,"Samsung Electronics Co., Ltd.",Samsung,QN65S84FAE,QN65S84FAE,"QN65S84FDE,QN65S84FDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.1,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Voice Recognition,Automatic Brightness Control,User Adjustable Backlight",1,0.0,118.6,123.16,118.6,221.3,0.7,,,,2025-06-23,2025-06-16,United States,ES_1023593_QN65S84FAE_061220251234792_9582239
3798572,"LG Electronics, Inc.",Lg,OLED48C5***,OLED48C5***,",,* may be any alphanumeric according to color of stand or enclosure",195174103951;195174105979,Television (TV),Consumer,OLED,OLED,47.5,964.22,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,87.0,90.89,87.0,162.0,0.4,,,,2025-03-21,2024-11-12,United States,ES_1118034_OLED48C5***_11122024002580_4410375
